"","GSM1625995","GSM1625996","GSM1625997","GSM1625998","GSM1625999","GSM1626000","GSM1626001","GSM1626002","GSM1626003","GSM1626004","GSM1626005","GSM1626006","GSM1626007","GSM1626008","GSM1626009","GSM1626010","GSM1626011","GSM1626012"
"A_32_P90483",8.33267050628186,8.28636485972321,8.35073201123181,8.18595247416927,8.34048085536698,8.23508870344928,7.97635768584226,7.93108282494444,7.88371620677799,8.44966604656844,8.36302952746138,8.37105782865396,8.15983766676488,8.20480333059808,8.17975659858528,7.90353040557033,7.69745576517846,7.8632644347366
"A_24_P938577",6.61661546974563,1.14945532004943,6.77243252136964,6.80864389824852,6.76852849751539,6.76852849751539,6.78394311147904,4.90073473157063,5.96857739173123,6.87628839520551,6.7769613137742,6.7680365798925,6.79410524470641,1.70476844176041,6.01875512413858,1.14945532004943,4.98782236091887,4.96901458496618
"A_23_P43898",9.34223258951572,9.33849762772228,9.28732976635566,9.30424181413424,9.21933365097323,9.18675197431194,9.06225880512385,8.9458978756789,8.9374145861722,9.38070667478823,9.29272089515212,9.36503649937764,9.31945527833281,9.12228824865055,9.27674473470953,8.74923196143911,8.74601858039061,8.82100338576178
"A_23_P502142",10.5217916060474,10.5197293756876,10.5145010142399,10.7889706399411,10.8474203458289,10.7896029669676,11.1450018775898,11.4565658662318,11.3550917131473,10.937765269665,10.6193999534204,10.5979234730434,10.7263632626783,10.928738207824,10.6855037274692,11.3720449652748,11.0292074348773,11.1550011978482
"A_23_P212025",10.6024757342928,10.6980679210283,10.6639650906753,10.6859522004425,10.7221605873874,10.5938043884492,10.6011261704501,10.3680954668687,10.3565207274421,10.8273443763243,10.7457630895263,10.7111324424085,10.6408039099628,10.5284116066952,10.6525514347788,10.2113762875586,10.3666481269494,10.4072444733505
"A_23_P339633",10.0381300591241,10.0525270305401,9.87229332613348,9.93517208373014,10.0220660246246,9.79056487499748,9.6047484234333,9.6744790773563,9.56652438241466,10.1581229872439,9.94006147032289,9.89745484665427,9.87217529076238,9.88301949571695,9.6453151716569,9.59081608725061,9.16362710386862,9.60395783162351
"A_23_P310552",8.06354301932319,8.13278991688792,8.38222373679971,7.96381999084834,7.90535199382625,7.97311952449462,7.6837552829404,7.68264999013151,7.72587450462219,7.99007343707113,8.14163667230659,8.18715608971185,7.71434114048891,7.82898650858675,7.9722420820205,7.81802740555412,7.9122794994359,7.64374016484963
"A_23_P201459",10.8229900151365,10.9341021362303,10.8716402938555,11.2164278789263,11.3653785316675,11.377747696058,12.5466453691175,12.184710152814,12.6693329804799,11.2037677707749,11.1444716054398,10.8199421993142,12.0527360517332,12.1374164351453,11.9943810433684,14.4196917844807,14.6300708599615,13.9008689271127
"A_32_P10960",11.4869271497317,11.5064239612964,11.3370542347922,11.0611218825487,11.1203291726792,11.1583941543354,10.663879518781,10.4683777585743,10.4323964990476,11.5960870238803,11.4265937260127,11.4573498658174,11.2316804237024,11.1961748620682,11.042588576085,10.4254903149084,10.3990427248248,10.4370274426233
"A_32_P5480",11.9132095525667,12.0274626653568,12.0896694062105,12.1768467560704,12.25093829632,12.3041041709564,12.5929877812928,12.4711728424605,12.4870291610346,12.0152776884399,11.9996067356188,12.009758748655,12.1956610668113,12.4078453761586,12.3218874625139,12.5714419695952,12.8236757793044,12.5929877812928
"A_24_P273726",8.7758915826941,8.70809985542952,8.79941716753173,9.22540046582752,9.02475671205191,9.13096988112426,9.23062320633403,9.23847119748462,9.17544173571097,8.71948554628826,8.85314508419111,8.86709787378013,9.03799076092409,9.06949707640694,9.19910785758657,9.25752237915085,9.36012567560094,9.19742623633168
"A_23_P170667",9.4763824204381,9.47095424065851,9.64408474499791,10.1361623162435,9.75212683989963,9.75334320719238,10.1520597891316,10.3056958334704,10.1532853676658,9.5540525986113,9.78529904773278,9.81355021144364,9.63123043166161,9.85133041304834,10.1115178379559,10.1448609070659,10.4019650303724,10.1154050954553
"A_32_P87769",11.4498419788496,11.3397310600551,11.2832541983444,11.1680670489666,11.2459022947042,11.1851942662369,10.8283124646072,10.8246130265313,10.84875169071,11.2467599846098,11.2385523517277,11.281653886248,11.2766646209903,11.2037677707749,11.214170349937,10.7878208340761,10.8182161555945,10.9636348689671
"A_23_P425917",8.27222032560005,8.12879560358862,8.23994292307298,8.47908883676945,8.54520126636107,8.49810543704564,8.26642640712626,8.34020090513641,8.26320215716121,8.15801781181292,8.15416532980533,8.13468278798003,8.50956407807223,8.51149369647125,8.61454292776233,8.19736363240336,8.15330554412145,8.25665830439281
"A_23_P352402",8.11788374869763,8.03500662286285,8.03636335282299,8.31786519622977,8.24140172190759,8.20026487931622,8.73840535481722,8.71597903116387,8.69913479230419,8.02311400450016,7.94811977161832,7.9307608812742,8.28723380516452,8.12499663822364,8.19144134651407,8.32701920206392,8.41134491797223,8.51348229735378
"A_23_P153026",13.2554786401823,13.3236256157967,13.2734103728573,13.5274661756351,13.5258684616396,13.5520546661556,13.6114405039933,13.8077820207547,13.8324060489284,13.2770888239299,13.3323039309621,13.383658580771,13.5848542503181,13.7066303406683,13.7109254125263,13.8369648178712,13.9490789345322,13.809100456641
"A_23_P3994",12.5225190668063,12.407026563374,12.4586117355427,12.8511949176235,13.0724481096141,12.8585304561269,12.9460117676778,13.0732480931927,13.0145136132167,12.7240300601515,12.4003295533225,12.4650122849976,12.9087095612438,13.0409689348933,12.7968328236569,13.0496775068075,12.7840770567483,12.9052005594198
"A_23_P350689",8.98632426734955,8.94923028937058,8.84104066930233,8.77726791128206,8.80735896613267,8.62708526528468,8.33544376035257,8.27798110502279,8.24735334166092,8.99437709048063,8.95748508881411,8.94730296366313,8.76467409933938,8.83013078353648,8.84322035347892,8.32701920206392,8.22441456682643,8.31401886171531
"A_24_P121956",9.48164525817639,9.48466131031218,9.71593184903553,9.6634485445615,9.62393198515861,9.2868208519799,9.63381137821156,9.65923912133902,9.67493898538484,8.95349867712062,9.10292919100685,9.2099633518961,9.25272515613591,9.33510234962065,9.32999436174565,9.52041350785427,9.55978923825406,9.41910761079673
"A_24_P940551",10.0021346925735,10.1169232871662,9.84713300544539,9.81307194828468,9.65708963932047,9.6836206340392,9.92765572340851,9.76508824514764,9.76109499775335,10.0164766290504,10.2470894300884,10.2295421579169,10.0299781928126,9.65133958249791,9.83274663512683,9.70421379506994,9.83472045330311,9.85103767660024
"A_23_P35943",14.8909951847041,15.0762115749674,15.0435563846634,14.9370997085126,14.7957615159635,14.8892533533989,14.9912903155047,14.6823881058292,14.8331747955679,14.6612300702095,15.0191988169637,15.0029290262857,14.7957615159635,14.5721988892407,14.866810724413,14.6612300702095,15.1398581971562,14.9639494540393
"A_24_P406060",8.40636208913723,8.42898017424336,8.333578881958,8.65873737165071,8.62408879366508,8.65147556048347,9.40938384750375,9.46700759247725,9.43558801880824,8.36923960141425,8.34283417973572,8.3525462110859,8.83413562082117,8.63421280432169,8.71277989801105,9.36732122136265,9.3322882153107,9.45485864659296
"A_23_P397417",10.4358740882119,10.4351284830977,10.4353438543418,10.1670604575809,10.1466035945433,10.1053884242418,10.1306456170179,9.98923797265271,9.95405343351908,10.4009353754759,10.4314861402577,10.4339804002982,10.2096629448946,10.2170204713932,10.2697249437754,10.0311720034752,10.3646120076744,10.065188335972
"A_23_P125435",7.36462834296402,7.27160251929155,7.32621261943677,7.40735950124187,7.45507482202389,7.43823217276739,7.84494206142692,7.79299643033051,7.83178024141061,7.32836219543003,7.32621261943677,7.34634742645829,7.38190396118153,7.55875746174079,7.51994761383153,7.92770676931479,7.89994307921809,7.73493206457422
"A_24_P84045",14.2299854174149,14.1951256892886,13.4794708603642,13.4590822335526,13.6114405039933,13.5955385507406,13.8250134415759,13.689951906555,13.8166359498267,14.1084010526028,13.9601799867568,14.047462900797,14.2222314158206,13.4866179057445,13.3430307172176,13.5548413253406,13.6275744427375,14.0055875361018
"A_23_P159775",10.1187842622194,9.91518552595146,10.0404723177432,10.6838164500104,10.4723733135834,10.5974105701743,10.0540496007689,9.71830108691348,9.68932796694236,9.5689834405365,9.7983316288409,9.78323703834441,10.3257562046329,10.3274124690857,10.49130444117,9.68152420751134,10.2834336690818,10.0810078120401
"A_32_P187009",11.0787384208896,11.2244588905586,10.8321234208009,10.4353438543418,10.6306627234883,10.3690027833148,9.96832522960038,10.0612273199579,10.0449586888806,11.0858473596776,11.0574262593906,11.0783496079157,10.9584231937466,10.5532795346237,10.556328570074,9.8870592039982,9.91648816098948,9.95949490700697
"A_23_P44533",8.24428230861491,8.17878804858998,7.84383359033874,8.39931095337633,8.52304703709981,8.50074966241344,8.07169267732335,8.02564290000359,7.8398346964224,7.9242633467397,7.80357257714815,7.84950524028606,7.85761640850907,8.19418437637432,8.05103727794144,8.22956080453445,8.46280474965486,8.11009439522681
"A_23_P374689",8.3438598512682,8.38421017367417,8.42203770628105,8.56607605454398,8.52846413774846,8.55028337651327,8.15521208460579,8.12922505827533,8.07291731577771,8.35894627173967,8.27218517922733,8.35460706707028,8.6031730154098,8.51149369647125,8.59994109454118,8.08580773508809,7.96430146405545,8.16287388867478
"A_24_P247536",7.97359790464571,7.75537010215704,7.2215909910545,7.22714211054373,7.27515747065954,7.28756803575153,7.41524800999005,7.5429840669666,7.55138896442078,7.96177568703009,7.69091085886319,7.51034788790362,7.58133362211876,7.01608340815033,6.99208082135045,6.96335621314339,6.92827720170952,7.33873137223486
"A_24_P727884",9.82975163193685,9.77873779351471,9.82055831670378,9.92119842489438,10.0763801135801,10.0422724972945,10.3339547107956,10.1740584910419,10.2933918729924,9.89496506454805,9.86647240331304,9.87836660045594,10.1118075123919,10.2009818409548,10.1208928381418,10.2935196030456,10.2196218008493,10.3964566111071
"A_23_P117683",13.2392289282148,13.2172501106996,13.1939693704225,13.2204447068471,13.2258175073186,13.2250015608464,13.0529515262799,12.810520362344,12.7111519593561,13.2588637383093,13.2281080585081,13.2214646462589,13.1357373776097,13.2622164389096,13.1781106847336,12.7526408706487,12.9152196565767,12.8734697937521
"A_32_P194115",8.16187896595611,8.21533538202967,8.58161126826097,8.54089699115669,8.07862473230629,8.23921367632141,8.11576275273833,8.17584574549848,8.10018162280346,8.11788374869763,8.58182046174059,8.64367085211464,8.12277018827275,8.28102083015142,8.55469523008451,8.10454415956546,8.57136983638623,8.41436189888805
"A_23_P82738",9.01271082247506,9.10303850911525,9.09560073400522,8.74454162476834,8.72707309290735,8.66364460661349,8.79816079605259,8.7397397927066,8.7730555565688,9.14815986852252,9.07362408726076,9.08514106382578,8.69420936142956,8.77298285392995,8.7232985351367,9.05065189412519,8.869590469312,8.86070279301613
"A_23_P102364",8.45449846685447,8.2824408097569,8.34295760672159,8.41395072394293,8.40912394809884,8.4327163706278,8.7995071110742,8.89409311200138,8.94718730902531,8.34512263571381,8.33466386138872,8.24586368723635,8.34460017057166,8.50261600511949,8.37983907831925,8.86364462090866,8.65944271542073,8.77044998639702
"A_23_P122915",15.1961292963432,15.2133865316221,15.3528794902575,15.245946725544,15.14971030824,15.1056621208202,14.6243207876776,14.6644084080171,14.6263491518488,15.3925281888235,15.3725459982951,15.3859324184228,15.1547067221685,15.269684957047,15.3199504004266,14.6916920448953,14.6263491518488,14.4746227991052
"A_24_P397150",10.0063242870252,9.92467499399823,10.358957621721,10.4403598998843,9.88155385492106,9.90397318900071,10.4455610883851,10.7100346400748,10.6573702939828,9.96393697180412,10.5175836254997,10.5087178051269,9.8728483593803,9.93468596643304,10.3415779594513,10.3172651113994,10.5103094447777,10.3727571759845
"A_23_P28485",10.6756999256122,10.7235425837396,10.5948865189876,10.5423885267205,10.5070312530131,10.5233064489967,10.0660407573087,10.1824201231331,10.1763936725828,10.875273030234,10.6751887358471,10.7656357331932,10.5408368083416,10.4480822780082,10.4765675141878,10.5571339496648,10.4110156099681,10.1907740546838
"A_23_P201940",8.05786519249747,8.31837019726418,8.46208745389626,8.35601431532974,8.56711234845196,7.85281381602235,8.36143922270733,8.22249935364474,8.32295253249634,7.92091494584358,7.82084184240811,7.90889028905335,7.86962078423962,7.96994033413105,8.00777173550761,8.24140172190759,8.00870564163168,7.988749535907
"A_23_P52207",12.5262805689744,12.560895423627,12.5010341434097,12.3377791334032,12.215801001762,12.2197719450862,12.0025299557665,12.0913877175053,12.1537702360919,12.3981632974595,12.4776655857314,12.4719278391822,12.1578101513125,12.3572985275075,12.3829602623377,12.2674272778144,12.164643421858,12.0112690977461
"A_32_P219520",9.22384983109314,9.12628849988995,9.2004945318537,9.28377649475978,9.34307227999097,9.24768656727604,9.41041239906857,9.4589827250682,9.41687847596299,9.13320838856813,9.09058912909626,9.056473832415,9.2635403718364,9.49685247456791,9.36830174968225,9.59705817325953,9.68550755221934,9.56740099170805
"A_24_P889070",8.71597903116387,8.58038479214852,8.63425404229987,8.39695312555605,8.49032453662386,8.3194721072012,8.29432433683122,8.23202957497584,8.22468252451335,8.63199564409886,8.61556500183481,8.63526034957068,8.50501068148036,8.37847968831148,8.35436218805954,8.01534651689055,7.9769940611534,8.18743105703407
"A_23_P359430",10.3563678858131,10.3335355256894,10.6014099382127,10.2922466346734,10.3884111635669,10.2811338523752,10.4136736101552,10.0240354552628,10.182049794957,10.3033718572938,10.5123120716766,10.5385125518748,10.3139682131682,10.0636097686043,10.2364026672884,9.92267572598078,10.0981812762413,10.0719018955353
"A_24_P180383",9.00347146743448,9.13724756741745,9.4137377788147,9.52286160595338,9.23062320633403,9.19259742392138,9.16835786583193,9.02120761526739,9.01098087463952,9.09914373382417,9.44506562751711,9.38441964371272,9.06411471155622,9.14689300315152,9.3893448283919,9.00526429670066,9.3201986760424,8.97219537852394
"A_23_P141126",9.49375524382981,9.4144125438095,9.5420041851329,9.82892702116275,9.84447081789824,9.8186653636637,9.87339295537745,9.98675950672614,9.96854051434727,9.49512780197471,9.38710654848621,9.37037935019736,9.63884126792852,9.94607634833436,9.77744003581449,10.0226578569137,9.90883654421812,9.93113407699603
"A_23_P415021",12.200194560014,12.0501869668687,12.1540692260121,12.230594323543,12.2654262887827,12.0152776884399,11.4896887237372,11.401758706955,11.3527804751183,12.0501869668687,11.9509488218408,12.0377834336618,12.0750223317295,12.012855446373,12.143160047296,11.1739712702472,11.1923318818261,11.377431398674
"A_23_P210274",10.4181448103419,10.4310687396364,10.4305495877528,10.0123725260969,10.2160045592447,10.1807366171449,9.97191939316794,9.9461935382392,9.99693255008729,10.3802274873171,10.3274124690857,10.3731046953291,10.3062633025979,10.2721898745656,10.1416869793429,10.0774229787752,10.0160903195677,9.95495203725717
"A_23_P212779",9.57318533117077,9.38958384144582,9.56084664556412,9.72196457783791,9.54792845273955,9.53909699008198,9.85006714937598,10.0045484615331,9.91155383252194,9.39775169306595,9.40891637505842,9.42260194941082,9.46700759247725,9.73652228806079,9.80071003605128,10.171416417289,10.1762205892788,10.0256487375333
"A_24_P166473",8.53166103794882,8.47600457306507,8.48875117527999,8.70518141763065,8.72992072295253,8.71244556265241,8.9122278814899,8.82787990724903,8.87485633251262,8.57209289822039,8.47135909677412,8.44091073829997,8.54430369051531,8.68678521028459,8.66569613588095,8.9604798388529,8.94835041203877,8.94902758841277
"A_23_P69267",10.2239114234301,10.170310373617,10.3804680111747,10.5488716722508,10.5305726691994,10.6294411823232,10.4929803966247,10.5729586496424,10.5807167523613,10.1313000150057,10.1922951368163,10.2458300580257,10.4340962709672,10.5684112295242,10.6555765247573,10.6376726201539,10.7076942925542,10.4940278735406
"A_23_P123265",10.9736919644136,11.0277310133233,11.1024123046045,11.0292074348773,11.0419250810256,11.1993797682258,11.1764994163009,11.2860805557989,11.3328195566891,10.86737021087,10.9381932416015,10.9962087311041,11.1321435595191,11.3636615177725,11.2084975371918,11.4947100407553,11.4621441599015,11.3184269851561
"A_23_P336670",11.0111157314194,10.9577596664292,10.9782221904232,11.0723944161036,11.1490542242556,11.1535513743943,11.2205288171619,11.3001142549188,11.3255473833833,10.9068537357747,10.9445007212691,10.9328135646298,11.1203291726792,11.374371004007,11.2997804688346,11.3485079076289,11.3932927245069,11.2956751655871
"A_23_P40280",10.1504467246482,10.1756754620874,10.3003797027402,10.4177968457566,9.8930016482643,10.2944699610098,9.78518581874982,9.94185415190546,9.79829236434659,9.90948197463683,10.0506332499572,10.0197928538894,10.0238623248913,9.87570775641108,10.0147913118166,9.92926545194821,10.2464845862691,10.2662227985937
"A_23_P26687",9.5420041851329,9.53188007982904,9.41763297496386,9.40006988066192,9.51476603457936,9.43065730647914,9.3366440206527,9.09151422643295,9.07672129964406,9.467060841567,9.4773714597218,9.53474453467225,9.58288633793416,9.50134091288014,9.37980210856795,9.08869681476512,9.18875855854009,9.39107649186266
"A_23_P212284",10.9271667180375,10.9068537357747,10.9816267099479,10.4475100918331,10.4288423012685,10.3646120076744,10.4743843235076,10.7912110654694,10.7836346542622,11.0076808785601,10.8614327590937,10.857314670632,10.4144924036366,10.4510556357335,10.3034987068497,10.6580834252405,10.3091963629096,10.3719376136257
"A_23_P107942",8.64800659560121,8.68479009108138,8.55751661874225,8.733262788341,8.72857757950755,8.71072306832315,9.08745602793615,9.14519112793329,9.12987205283413,8.78740112054348,8.6803627371379,8.65873737165071,8.72586938827989,8.86313208917544,8.83947802159254,9.17412665492818,8.97615480277359,9.10095542810713
"A_23_P345460",8.40757821797868,8.40602094185546,8.28575224128159,7.90889028905335,7.94142029154363,7.91992242490517,7.8341845865027,7.87899720082934,7.90086851497044,8.30857936031333,8.36491613426992,8.41922124187631,7.90805333652164,7.87791819902373,7.89620342034799,7.43069834932288,7.37558573842935,7.6853779181456
"A_24_P411899",9.39024495169452,9.393901374597,9.46828239454422,9.25400433822884,9.47849218429456,9.52048695034458,9.93454753662561,10.0418245119697,10.1154050954553,9.38116761622524,9.31939255257783,9.3128626150101,9.46207814004157,9.63549690232893,9.59728844418349,10.1630417347639,10.1141901922324,9.96268306735434
"A_23_P87742",11.8251335765619,11.8272856702441,11.867426970773,11.7465360215202,11.6632978167486,11.6798944261352,11.3271232684252,11.375080209443,11.417400863673,11.7349373438362,11.809090747524,11.7540855101724,11.6842726988829,11.757758705745,11.8069225044645,11.4218185006257,11.3836226330652,11.4150988033494
"A_32_P135243",8.47124618068145,8.41048524711734,8.43975297995718,8.61010706209814,8.65618325837053,8.91799061739322,9.05588930149611,9.12457894425024,9.03338482019081,8.37989923031863,8.34825380364741,8.39537146104279,8.65902455930547,8.60180480800484,8.70082984412689,8.94786358501766,9.03964934469267,8.75265147067044
"A_23_P137689",9.77425167380863,9.93444979413669,9.99693255008729,10.2731766421248,10.4723733135834,10.4666481019414,9.98397111539917,10.5099797087822,10.5095536757388,10.0077311482431,9.883591293131,9.91422429164276,10.1287590189529,10.5490722897203,10.4232296193393,10.5729586496424,10.2784282879189,10.1431162039213
"A_23_P369899",9.63707493001147,9.4954002058196,9.37376810709958,9.01124195595428,8.98912666359477,9.0092515645437,9.17322661706313,9.20323991406906,9.19213032245409,9.34952225641917,9.39625675722617,9.32432538181651,9.19735797399781,8.79045074483024,8.98071401859912,8.89946758629013,9.04598478465552,9.21410236958888
"A_23_P63584",10.9077695734351,11.0101454640736,11.047362751925,10.9529820388227,10.7427877267122,10.8772912293537,10.9027831367179,10.4892760528939,10.4317182634822,10.6756999256122,11.042588576085,11.0655925770092,10.8111130168469,10.9682311717455,11.0334730347132,10.5957639668501,11.0962721484732,10.7437194560431
"A_23_P209459",13.2290975547068,13.4600889785222,12.9916389994842,12.9716124501488,13.0780433358285,12.9546598481509,13.2160334646564,12.8852028133967,13.18905154191,13.359157804251,13.4987619948295,13.4188035722796,13.4477031942147,12.6510224624196,12.6530926743908,12.5407859939497,13.2239757427601,13.2743652459236
"A_24_P393461",10.9233377991768,10.9332744126626,11.0528560111981,10.716325445546,10.8300380884235,10.8726434833636,10.705205386234,10.3792989893177,10.5068522435441,10.6075406630552,10.8243588855167,10.8007518232318,10.7384713718482,10.7909294952166,10.8536314549544,10.4505991594326,10.764212952715,10.4984320322341
"A_23_P256172",14.5106292434373,14.517782843991,14.7203633389661,14.7819214617445,14.7847041468853,14.8019575548274,14.8507696192715,14.8605877810369,14.866810724413,14.4208477107891,14.407035000014,14.4540743527835,14.6173766002124,14.8507696192715,14.8331747955679,14.8507696192715,14.7631910507196,14.5954080600711
"A_24_P12865",10.3066090946895,10.2715490315148,10.1910766054612,10.5006182786282,10.5578096037958,10.5053532883753,10.658389826379,10.7443469249226,10.7960717965699,10.2408477647973,10.1824201231331,10.1418820025486,10.568581577374,10.513380333272,10.511344724303,10.6983799112364,10.4950746140004,10.6186777919986
"A_23_P148150",10.8914988900271,10.8212771048468,11.0012324003767,11.0605406928307,10.831860607547,10.67132467806,10.934235265208,11.2935137683045,11.2717475392148,10.9238536000149,11.1720113788958,11.2263159987968,10.6707487995365,10.8183715154652,10.9529820388227,11.1415850500827,10.9360118952733,10.982021387826
"A_23_P159027",8.79049599767457,8.791984680712,8.76453588462063,9.04285425654499,9.03497912717492,8.97429594567659,9.28923440651878,9.40990844152826,9.20264015981661,8.92745018030015,8.82362959677825,8.82073752962069,9.01320191331149,9.18828342319719,9.05959583705302,9.28377649475978,9.09732063406616,9.25400433822884
"A_23_P52017",12.7111519593561,12.8048637973538,12.892494376283,11.8344691445,11.7519200950196,11.684528399372,11.1793513380975,11.1758586367634,11.2079134929557,13.0067585613546,12.9889746128888,12.9640540615402,11.5610911954342,11.6320989101491,11.6112301333256,11.2278449348502,11.1081098333577,11.126278844261
"A_23_P336513",9.03799076092409,9.15223401419197,9.26516399359062,9.23142646731267,9.00766711910922,9.18675197431194,8.89531118179099,8.78601014474452,8.63254041261736,9.08095001134033,9.27628703942901,9.3260567008111,8.9631522023277,9.06485978444192,9.27300784873976,8.86364462090866,8.96307784162356,8.87591959662508
"A_23_P108143",10.9813492228717,11.028076057395,11.1813880126043,11.454482626992,11.4650172393554,11.4232928751307,11.5807701761467,11.7538998658818,11.6863899834768,11.122513112961,11.0499326122364,11.0304522457621,11.2178578397472,11.4276633457625,11.4096374002636,11.7093218504367,11.5578648771713,11.5101038231681
"A_23_P502520",9.3755683464801,9.55034710488745,9.66713479168535,10.0008816962824,9.84129976001532,9.95214179335839,9.99752016104417,10.2275989009234,10.2705150286,9.7403511904326,9.75939257005122,9.74108607102268,10.0391335458968,10.2696762798796,10.2760584691019,10.5561301807138,10.710237977805,10.208241289288
"A_23_P259189",10.6186777919986,10.6983799112364,10.4009353754759,10.6309903083026,10.6010358689152,10.5355342447162,10.9986665902609,11.1961748620682,11.0655925770092,10.8857386238501,10.7089128231625,10.5768571227066,10.7158258950966,10.6548576750002,10.493280366731,11.0881015846413,10.9598852737631,11.040974804715
"A_24_P370970",8.43873608781505,8.36905779947981,8.34672382300595,8.27962904225975,8.12836602102579,8.14383536942417,8.10348716827803,7.95316240889335,7.9263894752101,8.18533308937759,8.5022487045254,8.49375092285069,8.18664533043622,8.04025237356343,8.11044687789902,7.78048764926111,8.00520850210584,8.22200025193851
"A_24_P944390",10.4211769859083,10.4678307728814,10.5538624542861,11.013229064452,11.095970555988,11.1300997891373,11.3466556746321,11.1364358920181,11.051819274951,10.5913694488412,10.4982796668301,10.4776579099744,11.1326074587743,11.3757361020154,11.2042942098524,11.3035335071291,11.4212341008861,11.5027139545197
"A_24_P119002",10.7206681955375,10.7969043710888,10.7473191555373,10.3834402285463,10.5816277752884,10.4753980204689,10.1802705277968,9.64987523970616,9.60267766531403,10.7545198681719,10.6398893887859,10.5493238716209,10.5519249241487,10.6329629875259,10.2988246314628,9.94062254493439,10.0334085299408,10.2773891124568
"A_23_P401547",9.72564572002774,9.76019721203519,9.55279385035211,10.1706895958277,10.2392514649877,10.2740295358937,10.3582638029841,10.2336175096044,10.1167789240045,9.75661355506093,9.93135982894067,9.87585650417038,10.3098706732413,10.1811275227341,10.3316529308812,9.98086361099884,10.2304408159411,10.3327209459654
"A_23_P70951",9.88962252970946,10.0028095361952,10.030827725007,9.68908779958395,9.62622635065953,9.65085536711569,9.8123220516254,9.870370239407,9.79918433183026,10.0826935280047,10.0295034802851,10.0844516832492,9.62373720170875,9.58551698061341,9.71948738228088,9.90998160162348,9.98980899506591,9.78773065570589
"A_23_P45756",10.9570152006997,10.9354594982841,10.9136514405138,10.7771174209076,10.887472760942,10.829489137563,10.5933397511942,10.3426764712185,10.3814219446861,10.7704557370242,10.8077730702751,10.8863205653546,10.8786167351942,11.0537789011071,10.987644801919,10.5539824145265,10.7393099854764,10.4946302729465
"A_23_P933",9.68274763430699,9.72629459959977,9.44844193178071,9.67941120666937,9.74489770846726,9.65906564290923,9.38943446292753,9.32714259638109,9.33255740275869,9.53399891948568,9.50134091288014,9.52376640761333,9.81545649144122,9.56338554584218,9.67865853474227,9.26191650473393,9.25495449657596,9.45485864659296
"A_24_P340813",12.1904146579188,12.2161337352598,12.1519485768959,12.2725553420476,12.1801406151446,12.258850691511,11.8907426090379,11.6924871910858,11.643423667981,12.3672843643498,12.1492338242157,12.1039735547347,12.095898870516,12.1660393380156,12.1819874162633,11.6462019478382,11.7357072318056,11.8701808099425
"A_24_P324787",10.3834402285463,10.4275472615854,10.6572347137063,10.3186373874728,10.1203417718256,10.2155327708268,10.0710908513851,9.46187010422958,9.47649166474574,9.98627445899151,10.3607354347679,10.3361710169515,10.1739227677014,10.1723970855696,10.3916827159966,9.48629143412697,10.1495890958522,9.87555845005646
"A_23_P43276",9.59718496668772,9.74595632515237,9.85743775142763,10.0591188605525,9.87555845005646,10.0468529656908,10.3014549335533,10.2389696937491,10.1644695334567,9.72238334029546,9.88420634797885,9.88149012714322,9.75951910483423,10.0495836978217,10.1345077544932,10.2266682782445,10.4899918121731,10.2478588235757
"A_23_P252700",11.4744407947537,11.5687891250083,11.6316190670882,11.4039039526004,11.4349759652665,11.634483160406,11.1862949409209,11.1211651980605,11.1710214424634,11.5311144996867,11.5123345980793,11.571978005692,11.4474261829271,11.4666818972793,11.6389257466818,11.2877163407031,11.1860111566126,11.0572103679119
"A_24_P83586",8.49782831625197,8.39069925671427,8.28804164263966,8.19264286821771,8.18870561495147,8.1775057717263,7.9813283955035,8.173906418213,8.19299026751121,8.37989923031863,8.35036368902113,8.33989172759483,8.19514305533169,8.0723795696634,8.125714211621,7.98154313440627,7.78012306598376,7.88084859092022
"A_23_P143845",10.6283958399296,10.6257246349782,10.6105578684127,10.6127777690205,10.7300799090206,10.7000624631997,11.1366403490833,11.0750888066976,11.090702133337,10.5418804282655,10.505243001921,10.5378683409476,10.7752941812395,10.9619524510303,10.8131232969804,11.5103579305964,11.4595853433822,11.3714551734233
"A_23_P76841",12.1929332611284,12.1515610677034,12.2492147793984,11.9859981455404,11.907577287747,11.9097661754261,11.8991766353784,11.5417651830781,11.5140757766187,12.0695319032638,12.1025435819427,12.1108168573896,11.8742216740799,11.873602381363,11.8696668743239,11.4197867662175,11.616804274815,11.7722555556491
"A_23_P78248",9.4763824204381,9.15508198310016,9.19754766995045,10.089749005575,10.1540114248383,10.1780018197176,10.6768197071488,10.5486588962666,10.5142051864867,9.25088090605903,9.23631850124374,9.30263880630798,10.2857225170781,10.3060100867818,10.3251538344171,10.4743843235076,10.5898839956768,10.5242673812205
"A_23_P206103",12.3887932193858,12.3314753355321,12.3821947627698,12.1464343996002,12.1742825465115,12.1458331838739,11.9979910476759,12.0302342333558,12.0819439313767,12.3193883771716,12.3737775538609,12.3488726565459,12.2236900958814,12.2993973187131,12.3207050494626,11.992936474637,11.9974520829113,11.9974520829113
"A_24_P200162",12.4394832441915,12.366024725205,12.4517105931735,12.4295070620795,12.4102585379206,12.3389360378452,12.2040854848683,12.1103275066274,12.1103275066274,12.2868289300574,12.4221729003022,12.4390863846077,12.320093886765,12.2807531232947,12.4176020900264,12.0896694062105,12.0888968777949,12.1672683705499
